location,genero,especie,categoria_riesgo_binomial,sepal_w_cv_corrected,sepal_l_cv_corrected,petal_w_cv_corrected,petal_l_cv_corrected,labellum_w_cv_corrected,labellum_l_cv_corrected,column_l_cv_corrected,flower_stem_cv_corrected,dorsal_sepal_cv_corrected,lip_w_cv_corrected,lip_l_cv_corrected
Australia,Arachnorchis,necrophylla,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.127083333,0.063541667,0.081989247
Australia,Arachnorchis,valida,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.039102564,0.050833333,0.056481481
Australia,Calochilus,campestris,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.039102564,0.046212121,0.033888889
Australia,Diuris,behrii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.217857143,0.112962963,NA,0.110507246
Australia,Diuris,brevifolia,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.231060606,0.039102564,NA,0.056481481
Australia,Diuris,sulphurea,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.217857143,0.092424242,NA,0.101666667
Australia,Microtis,globula,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.013034188,0.026754386,0.013034188
Australia,Prasophyllum,apoxychilum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.039102564,0.033888889,0.041216216
Australia,Prasophyllum,colemaniae,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.006434599,0.00571161,0.003197065
Australia,Prasophyllum,favonium,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.046212121,0.039102564,0.050833333
Australia,Prasophyllum,fuscum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.039102564,0.026754386,0.029901961
Australia,Prasophyllum,niphopedium,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.026754386,0.029901961,0.046212121
Australia,Pterostylis,curta,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.254166667,NA,0.056481481,0.06517094
Australia,Pterostylis,foliata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.217857143,NA,0.101666667,0.056481481
Australia,Arachnorchis,brumalis,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.217857143,0.072619048,0.033888889,0.046212121
Australia,Arachnorchis,calcicola,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.127083333,0.169444444,0.089705882,0.066304348
Australia,Arachnorchis,formosa,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.138636364,0.050833333,0.056481481
Australia,Arachnorchis,ovata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.254166667,NA,0.039102564,0.050833333
Australia,Arachnorchis,venusta,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.254166667,0.138636364,0.101666667,0.111585366
Australia,Arachnorchis,versicolor,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.127083333,0.101666667,0.063541667,0.072619048
Australia,Caleana,major,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,NA,0.046212121,0.052586207
Australia,Calochilus,paludosus,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.203333333,0.072619048,0.063541667,0.061
Australia,Corunastylis,ciliata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.010815603,0.013034188,0.00736715
Australia,Cryptostylis,subulata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.117307692,0.101666667,0.084722222,0.046212121
Australia,Prasophyllum,bagoensis,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.039102564,0.029901961,0.022101449
Australia,Prasophyllum,olidum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.072619048,0.072619048
Australia,Prasophyllum,petilum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.008615819,0.01037415,0.056481481
Australia,Pterostylis,cullata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.209313725,NA,0.063541667,0.049193548
Australia,Arachnorchis,caudata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.154710145,0.01037415,0.056481481,0.046212121
Australia,Arachnorchis,christineae,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.117307692,0.169444444,0.046212121,0.046212121
Australia,Arachnorchis,concolor,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.127083333,0.046212121,0.029901961,0.042361111
Australia,Arachnorchis,dienema,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.266269841,0.039102564,0.112962963,0.107828283
Australia,Arachnorchis,graniticola,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.127083333,0.101666667,0.072619048
Australia,Arachnorchis,hastata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.084722222,0.072619048,0.046212121,0.033888889
Australia,Arachnorchis,hoffmanii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.217857143,0.039102564,0.101666667,0.039102564
Australia,Arachnorchis,huegelii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.209313725,0.117307692,0.107828283,0.067138365
Australia,Arachnorchis,insularis,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.072619048,0.063541667,0.066304348
Australia,Arachnorchis,patersonii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.084722222,0.084722222,0.112962963,0.127083333
Australia,Arachnorchis,procera,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.056481481,0.072619048,0.078205128
Australia,Arachnorchis,pumila,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.101666667,0.101666667,-0.183,-0.183
Australia,Arachnorchis,williamsiae,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.101666667,0.072619048,0.072619048
Australia,Bryobium,irukandjianum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.415909091,NA,NA
Australia,Calochilus,caeruleus,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.117307692,0.046212121,0.13377193,0.033888889
Australia,Chiloglottis,sphyrnoides,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.145238095,0.072619048,0.049193548,0.046212121
Australia,Corunastylis,ectopa,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.01037415,0.01452381,0.033888889
Australia,Corunastylis,nuda,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.016397849,0.026754386,0.017528736
Australia,Corunastylis,rhyolitica,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.013034188,0.01540404,0.00736715
Australia,Corunastylis,superba,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.008615819,0.008615819,0.003411633
Australia,Corybas,abellianus,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.072619048,NA,NA
Australia,Cryptostylis,hunteriana,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.354874214,0.101666667,0.072619048,0.124685535
Australia,Diplodium,pulchellum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.217857143,NA,0.006434599,0.029901961
Australia,Diuris,aequalis,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.138636364,0.154710145,NA,0.046212121
Australia,Diuris,drummondii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.072619048,NA,0.06517094
Australia,Diuris,micrantha,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.084722222,NA,0.084722222
Australia,Diuris,ochroma,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.254166667,0.063541667,NA,0.052586207
Australia,Diuris,oporina,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.195512821,0.026754386,NA,0.033888889
Australia,Diuris,parvipetala,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.195512821,0.050833333,NA,0.066304348
Australia,Diuris,praecox,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.072619048,NA,0.072619048
Australia,Diuris,tricolor,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.101666667,NA,0.101666667
Australia,Diuris,venosa,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.305,0.195512821,NA,0.066304348
Australia,Dockrillia,wassellii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.017528736,0.00736715,0.046212121
Australia,Drakea,isolata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.254166667,0.033888889,0.008615819,0.056481481
Australia,Eulophia,zollingeri,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.145238095,0.061,0.041216216,0.050833333
Australia,Habenaria,harroldii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.254166667,0.026754386,0.029901961,0.056481481
Australia,Habenaria,propinquior,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.00571161,NA,0.101666667
Australia,Habenaria,rumphii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.127083333,0.008615819,0.004271709,0.036309524
Australia,Hydrorchis,orbicularis,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.013034188,0.013034188,0.01452381
Australia,Microtis,rara,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.008615819,0.016397849,0.008615819
Australia,Nervilia,crociformis,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,0.056481481,0.082751938,0.046212121
Australia,Prasophyllum,calcicola,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.017528736,0.056481481
Australia,Prasophyllum,diversiflorum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.046212121,0.101666667
Australia,Prasophyllum,frenchii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.050833333,0.046212121,0.046212121
Australia,Prasophyllum,incorrectum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.008615819,0.033888889,0.072619048
Australia,Prasophyllum,montanum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.072619048,0.056481481,0.063541667
Australia,Prasophyllum,pyriforme,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.063541667,0.029901961,0.072619048
Australia,Prasophyllum,suttonii,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.006434599,0.006434599,0.003657074
Australia,Prasophyllum,validum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.029901961,0.024206349,0.043571429
Australia,Pterostylis,falcata,Vulnerable,NA,NA,NA,NA,NA,NA,NA,0.169444444,NA,0.072619048,0.077542373
Australia,Thrixspermum,congestum,Vulnerable,NA,NA,NA,NA,NA,NA,NA,NA,0.008615819,0.013034188,0.00513468
